Variant,"Region, subregion, country or area *",Notes,Location code,ISO3 Alpha-code,ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,"Total Population, as of 1 January (thousands)","Total Population, as of 1 July (thousands)","Male Population, as of 1 July (thousands)","Female Population, as of 1 July (thousands)","Population Density, as of 1 July (persons per square km)","Population Sex Ratio, as of 1 July (males per 100 females)","Median Age, as of 1 July (years)","Natural Change, Births minus Deaths (thousands)","Rate of Natural Change (per 1,000 population)",Population Change (thousands),Population Growth Rate (percentage),Population Annual Doubling Time (years),Births (thousands),Births by women aged 15 to 19 (thousands),"Crude Birth Rate (births per 1,000 population)",Total Fertility Rate (live births per woman),Net Reproduction Rate (surviving daughters per woman),Mean Age Childbearing (years),Sex Ratio at Birth (males per 100 female births),Total Deaths (thousands),Male Deaths (thousands),Female Deaths (thousands),"Crude Death Rate (deaths per 1,000 population)","Life Expectancy at Birth, both sexes (years)",Male Life Expectancy at Birth (years),Female Life Expectancy at Birth (years),"Life Expectancy at Age 15, both sexes (years)",Male Life Expectancy at Age 15 (years),Female Life Expectancy at Age 15 (years),"Life Expectancy at Age 65, both sexes (years)",Male Life Expectancy at Age 65 (years),Female Life Expectancy at Age 65 (years),"Life Expectancy at Age 80, both sexes (years)",Male Life Expectancy at Age 80 (years),Female Life Expectancy at Age 80 (years),"Infant Deaths, under age 1 (thousands)","Infant Mortality Rate (infant deaths per 1,000 live births)",Live Births Surviving to Age 1 (thousands),"Under-Five Deaths, under age 5 (thousands)","Under-Five Mortality (deaths under age 5 per 1,000 live births)","Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)","Male Mortality before Age 40 (deaths under age 40 per 1,000 male live births)","Female Mortality before Age 40 (deaths under age 40 per 1,000 female live births)","Mortality before Age 60, both sexes (deaths under age 60 per 1,000 live births)","Male Mortality before Age 60 (deaths under age 60 per 1,000 male live births)","Female Mortality before Age 60 (deaths under age 60 per 1,000 female live births)","Mortality between Age 15 and 50, both sexes (deaths under age 50 per 1,000 alive at age 15)","Male Mortality between Age 15 and 50 (deaths under age 50 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 50 (deaths under age 50 per 1,000 females alive at age 15)","Mortality between Age 15 and 60, both sexes (deaths under age 60 per 1,000 alive at age 15)","Male Mortality between Age 15 and 60 (deaths under age 60 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 60 (deaths under age 60 per 1,000 females alive at age 15)",Net Number of Migrants (thousands),"Net Migration Rate (per 1,000 population)"
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1958.0,1058969.045,1070174.085,536133.08,534041.005,19.906,100.392,20.23,22858.813,21.364,22410.08,2.094,33.102,39846.65,3350.8,37.241,5.241,1.964,29.442,105.6,16987.837,9075.683,7912.154,15.877,51.478,49.119,53.974,48.307,45.859,50.862,10.809,9.618,11.815,4.913,4.534,5.145,4360.289,107.316,36830.177,6446.239,159.502,286.433,304.035,267.881,474.913,524.51,423.941,202.528,231.213,173.271,348.084,404.711,290.916,-448.762,-0.419
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1959.0,1081379.125,1088525.146,545340.535,543184.61,20.248,100.397,20.216,14693.681,13.506,14292.041,1.313,52.791,36224.342,3035.929,33.296,4.684,1.581,29.173,105.6,21530.661,11430.39,10100.271,19.79,45.368,43.232,47.667,45.859,43.352,48.542,10.03,8.895,10.998,4.697,4.316,4.929,5049.088,134.143,32799.383,8550.843,216.928,368.561,387.306,348.741,562.873,611.453,512.062,243.128,278.91,206.007,404.552,466.799,340.278,-401.535,-0.369
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1960.0,1095671.166,1100797.055,551297.199,549499.855,20.476,100.327,20.266,10580.464,9.612,10251.778,0.931,74.452,35489.843,2945.589,32.242,4.531,1.402,29.071,105.6,24909.379,13175.192,11734.187,22.63,41.084,39.153,43.179,44.148,41.646,46.86,9.521,8.41,10.472,4.589,4.188,4.831,5539.178,154.091,31636.986,9936.454,259.183,428.061,446.344,408.749,623.149,669.268,574.426,273.705,313.375,232.227,445.959,510.611,378.297,-328.626,-0.299
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1961.0,1105922.944,1112521.553,556972.78,555548.773,20.694,100.256,20.328,13504.199,12.14,13197.219,1.186,58.444,33343.11,2774.953,29.974,4.197,1.454,28.829,105.5,19838.911,10549.402,9289.509,17.834,46.758,44.542,49.123,46.526,43.988,49.212,10.303,9.1,11.311,4.856,4.429,5.107,4279.699,126.608,30364.376,7141.017,202.79,350.109,368.763,330.338,543.617,592.445,492.814,232.803,267.36,196.958,390.806,451.795,328.224,-306.88,-0.276
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1962.0,1119120.163,1132669.736,566991.1,565678.636,21.069,100.232,20.251,27490.705,24.226,27099.146,2.393,28.966,43266.357,3406.471,38.128,5.438,2.105,29.286,105.7,15775.652,8463.482,7312.17,13.902,53.611,51.066,56.277,49.364,46.788,52.021,11.18,9.863,12.269,5.102,4.645,5.366,3934.343,98.292,40264.12,5461.318,142.772,259.071,277.611,239.34,443.561,494.21,391.679,186.492,214.882,157.265,326.559,382.507,270.345,-391.549,-0.345
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1963.0,1146219.309,1162796.222,582151.091,580645.132,21.629,100.259,19.914,33550.653,28.819,33153.827,2.851,24.312,49943.727,4011.695,42.9,6.225,2.423,29.392,105.8,16393.074,8779.954,7613.12,14.081,54.168,51.63,56.812,49.698,47.129,52.329,11.312,9.984,12.403,5.161,4.694,5.428,4616.472,96.42,46548.447,6122.348,139.1,252.575,270.724,233.235,434.79,484.513,383.945,181.735,209.39,153.224,319.702,374.323,264.882,-396.782,-0.341
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1964.0,1179373.136,1194328.564,598035.593,596292.971,22.216,100.292,19.481,30289.206,25.37,29910.856,2.505,27.671,46544.312,3802.869,38.985,5.726,2.249,29.284,105.7,16255.106,8702.388,7552.718,13.615,54.832,52.282,57.474,50.097,47.529,52.713,11.481,10.134,12.579,5.239,4.758,5.512,4467.485,93.924,43462.136,6097.413,135.062,245.015,262.881,225.95,424.289,473.23,374.305,176.143,203.064,148.35,311.503,364.82,258.042,-378.309,-0.317
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1965.0,1209283.992,1224356.32,613137.169,611219.15,22.774,100.314,19.142,30479.764,24.89,30144.656,2.462,28.154,46585.594,3721.567,38.043,5.661,2.239,29.344,105.7,16105.83,8634.722,7471.108,13.153,55.4,52.804,58.087,50.412,47.803,53.065,11.603,10.227,12.717,5.28,4.781,5.56,4252.809,91.351,43584.59,5982.105,131.237,238.486,256.642,219.059,415.408,464.562,365.113,171.532,198.631,143.463,304.915,358.148,251.429,-335.035,-0.274
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1966.0,1239428.648,1254225.371,628152.425,626072.946,23.33,100.332,18.924,29796.972,23.758,29593.446,2.36,29.371,45710.224,3654.683,36.446,5.471,2.178,29.343,105.7,15913.252,8511.848,7401.404,12.688,55.984,53.413,58.628,50.756,48.177,53.359,11.755,10.38,12.855,5.34,4.838,5.62,4081.534,88.8,42846.853,5840.626,127.542,232.252,249.964,213.29,406.299,454.185,357.363,166.924,193.199,139.68,297.97,349.521,246.214,-203.48,-0.162
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1967.0,1269022.094,1283093.644,642659.098,640434.546,23.867,100.347,18.829,28234.347,22.01,28143.1,2.193,31.607,43917.542,3438.32,34.236,5.161,2.068,29.289,105.7,15683.195,8375.062,7308.133,12.226,56.518,53.959,59.139,51.066,48.502,53.642,11.867,10.493,12.957,5.363,4.859,5.642,3856.633,86.602,41232.917,5599.881,124.141,226.265,243.757,207.537,397.745,444.855,349.614,162.312,188.218,135.426,291.458,341.941,240.755,-91.221,-0.071
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1968.0,1297165.194,1313243.569,657835.044,655408.525,24.428,100.37,18.77,32376.361,24.637,32156.749,2.449,28.303,48116.093,3880.282,36.615,5.538,2.231,29.344,105.8,15739.732,8395.778,7343.954,11.978,57.073,54.522,59.675,51.391,48.834,53.95,11.995,10.613,13.085,5.415,4.894,5.702,3953.934,84.323,45251.682,5609.728,120.463,220.165,237.361,201.755,389.038,435.389,341.667,157.793,183.307,131.276,284.892,334.376,235.144,-219.461,-0.167
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1969.0,1329321.943,1345081.553,673894.405,671187.148,25.02,100.403,18.742,31795.837,23.639,31519.221,2.343,29.584,47535.982,3948.936,35.341,5.334,2.162,29.313,105.8,15740.145,8387.109,7353.036,11.702,57.56,55.013,60.151,51.634,49.08,54.187,12.068,10.688,13.152,5.413,4.89,5.7,3926.157,82.085,44778.747,5508.318,116.745,214.471,231.541,196.208,381.404,427.351,334.367,154.184,179.607,127.697,279.613,328.534,230.298,-276.61,-0.206
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1970.0,1360841.164,1376899.73,689880.689,687019.042,25.612,100.417,18.778,32774.889,23.794,32117.132,2.333,29.711,48363.98,4025.621,35.112,5.267,2.149,29.263,105.8,15589.091,8295.289,7293.802,11.318,58.182,55.656,60.738,51.966,49.439,54.478,12.217,10.836,13.295,5.471,4.939,5.762,3804.503,79.042,45655.24,5330.043,111.983,207.926,224.466,190.261,372.059,416.954,326.114,150.212,174.891,124.483,273.116,320.644,225.182,-657.748,-0.478
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1971.0,1392958.296,1408385.61,705753.127,702632.483,26.197,100.444,18.861,31644.412,22.467,30854.627,2.191,31.636,46826.095,3994.706,33.246,4.932,2.032,29.15,105.8,15181.683,8065.618,7116.065,10.779,59.033,56.515,61.564,52.45,49.948,54.922,12.39,11.026,13.447,5.532,5.001,5.822,3591.912,75.868,44275.464,5030.117,106.604,198.29,214.668,180.881,358.71,402.73,313.717,143.741,167.934,118.523,263.388,309.555,216.822,-789.749,-0.561
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1972.0,1423812.923,1438899.311,721263.5,717635.811,26.765,100.506,19.008,30953.107,21.509,30172.776,2.097,33.054,45844.641,3813.917,31.857,4.676,1.942,29.137,105.8,14891.534,7916.756,6974.778,10.348,59.708,57.165,62.261,52.813,50.299,55.295,12.54,11.165,13.601,5.584,5.043,5.881,3374.373,73.014,43412.148,4739.169,101.949,190.929,207.383,173.47,348.549,392.368,303.637,139.394,163.495,114.188,256.406,302.024,210.225,-780.242,-0.542
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1973.0,1453985.699,1468871.701,736500.822,732370.878,27.322,100.564,19.193,30542.734,20.79,29772.003,2.027,34.196,45095.148,3712.517,30.696,4.432,1.855,29.016,105.8,14552.414,7748.12,6804.294,9.906,60.458,57.881,63.043,53.255,50.714,55.763,12.736,11.345,13.809,5.662,5.105,5.97,3184.52,70.161,42769.401,4458.531,97.345,183.229,199.774,165.699,337.118,380.836,292.201,134.517,158.574,109.244,248.097,293.322,202.164,-770.618,-0.525
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1974.0,1483757.702,1497926.108,751246.323,746679.785,27.863,100.612,19.404,29022.915,19.376,28336.812,1.892,36.636,43305.37,3630.078,28.911,4.084,1.723,28.838,105.8,14282.455,7646.811,6635.644,9.535,61.062,58.379,63.767,53.547,50.912,56.162,12.876,11.43,13.997,5.725,5.119,6.062,2956.079,67.395,41136.875,4131.9,92.887,176.872,194.164,158.528,328.436,373.407,281.961,131.583,156.445,105.315,242.735,288.968,195.502,-686.103,-0.458
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1975.0,1512094.514,1525169.782,765031.405,760138.377,28.37,100.644,19.658,26711.131,17.517,26150.535,1.715,40.417,40745.361,3439.733,26.721,3.705,1.574,28.782,105.8,14034.23,7530.061,6504.169,9.204,61.591,58.857,64.356,53.776,51.114,56.425,12.952,11.503,14.077,5.74,5.125,6.083,2690.264,64.872,38762.935,3767.422,88.752,170.714,188.544,151.774,320.47,366.041,273.134,128.877,154.137,102.074,237.963,284.423,190.273,-560.508,-0.368
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1976.0,1538245.049,1551005.322,778021.45,772983.872,28.85,100.652,19.945,26022.318,16.778,25520.546,1.645,42.137,39816.199,3363.732,25.671,3.484,1.49,28.616,105.9,13793.881,7404.431,6389.45,8.893,62.193,59.447,64.97,54.056,51.398,56.701,13.054,11.605,14.178,5.777,5.152,6.127,2494.355,62.228,37940.092,3461.545,84.427,163.804,181.532,144.967,311.401,356.838,264.087,125.491,150.474,98.921,232.347,278.36,185.003,-501.791,-0.324
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1977.0,1563765.595,1576088.435,790612.894,785475.541,29.317,100.654,20.238,24721.069,15.689,24645.68,1.564,44.319,38277.433,3225.114,24.292,3.227,1.39,28.439,105.8,13556.364,7301.287,6255.077,8.603,62.787,59.975,65.641,54.362,51.653,57.065,13.185,11.711,14.333,5.838,5.183,6.205,2314.099,59.79,36530.782,3181.454,80.457,157.453,175.606,138.173,302.489,348.715,254.196,122.127,147.496,95.102,226.547,273.065,178.534,-75.348,-0.048
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1978.0,1588411.275,1600795.833,803049.539,797746.294,29.776,100.665,20.549,24931.101,15.573,24769.115,1.547,44.806,38394.455,3127.243,23.983,3.129,1.356,28.291,105.9,13463.354,7264.287,6199.067,8.41,63.295,60.449,66.191,54.59,51.856,57.325,13.283,11.804,14.438,5.883,5.215,6.257,2203.795,57.383,36700.054,2987.153,76.748,151.921,170.3,132.407,295.092,341.721,246.22,119.649,145.226,92.366,222.233,268.948,173.854,-162.012,-0.101
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1979.0,1613180.39,1626056.927,815746.575,810310.351,30.246,100.671,20.849,26129.09,16.064,25753.073,1.584,43.759,39611.49,3144.946,24.353,3.125,1.361,28.126,106.0,13482.4,7283.187,6199.213,8.289,63.769,60.894,66.701,54.787,52.032,57.55,13.356,11.876,14.512,5.912,5.234,6.292,2163.769,54.965,37923.91,2876.731,73.161,146.514,165.05,126.844,288.266,335.307,238.76,117.38,143.227,89.781,218.488,265.452,169.639,-375.973,-0.231
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1980.0,1638933.463,1652165.576,828886.786,823278.791,30.732,100.681,21.125,26938.557,16.3,26464.227,1.602,43.268,40464.544,3275.805,24.484,3.092,1.354,27.893,106.1,13525.987,7319.918,6206.069,8.184,64.209,61.296,67.189,54.964,52.176,57.771,13.427,11.949,14.585,5.944,5.255,6.327,2122.357,52.678,38799.291,2785.697,69.798,141.719,160.697,121.591,282.039,329.78,231.61,115.475,141.891,87.249,215.205,262.763,165.532,-474.291,-0.287
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1981.0,1665397.69,1678981.98,842323.59,836658.39,31.231,100.677,21.322,28020.75,16.682,27168.58,1.618,42.84,41535.993,3574.519,24.728,3.086,1.358,27.665,106.2,13515.243,7327.581,6187.662,8.046,64.709,61.765,67.725,55.215,52.396,58.059,13.541,12.058,14.706,6.01,5.298,6.402,2086.078,50.464,39883.629,2713.645,66.556,136.701,155.873,116.385,274.971,323.061,224.046,112.9,139.59,84.382,210.929,258.751,160.831,-852.131,-0.507
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1982.0,1692566.27,1707285.566,856418.029,850867.537,31.757,100.652,21.442,29979.611,17.55,29438.592,1.724,40.206,43560.756,4103.94,25.501,3.152,1.392,27.455,106.3,13581.145,7363.787,6217.358,7.951,65.157,62.214,68.172,55.45,52.629,58.297,13.641,12.165,14.802,6.064,5.338,6.462,2091.892,48.432,41883.15,2699.908,63.755,132.212,151.294,112.025,268.542,316.447,217.73,110.351,136.961,81.953,206.876,254.466,156.915,-541.034,-0.317
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1983.0,1722004.862,1735606.342,870466.52,865139.823,32.284,100.616,21.537,27450.29,15.822,27202.96,1.567,44.234,40969.983,4202.786,23.614,2.876,1.275,27.295,106.4,13519.693,7328.199,6191.494,7.792,65.57,62.626,68.588,55.676,52.861,58.517,13.712,12.238,14.876,6.093,5.354,6.497,1948.894,46.963,39431.842,2541.283,61.453,127.72,146.59,107.803,262.463,310.208,211.712,107.461,133.74,79.468,202.915,250.182,153.167,-247.208,-0.142
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1984.0,1749207.822,1763327.537,884165.172,879162.365,32.8,100.569,21.68,28648.243,16.241,28239.43,1.602,43.268,42281.019,4302.299,23.97,2.874,1.277,27.173,106.6,13632.776,7383.304,6249.472,7.729,65.892,62.958,68.901,55.836,53.033,58.666,13.762,12.312,14.908,6.105,5.371,6.504,1918.29,45.599,40729.562,2496.955,59.517,124.219,143.094,104.328,257.877,305.587,207.012,105.478,131.795,77.497,200.178,247.354,150.369,-408.872,-0.232
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1985.0,1777447.252,1792075.239,898342.726,893732.513,33.334,100.516,21.911,29847.104,16.649,29255.975,1.633,42.446,43549.272,4391.584,24.292,2.861,1.273,27.055,106.9,13702.168,7400.315,6301.853,7.643,66.277,63.39,69.228,56.093,53.334,58.874,13.874,12.449,14.999,6.155,5.428,6.548,1922.953,44.382,41983.781,2486.238,57.883,120.915,139.334,101.549,252.093,298.645,202.435,102.754,128.41,75.544,195.794,241.787,147.184,-591.104,-0.33
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1986.0,1806703.227,1822580.779,913587.67,908993.109,33.902,100.505,22.244,32000.938,17.551,31755.104,1.742,39.79,45600.239,4446.336,25.009,2.897,1.291,26.981,107.3,13599.301,7353.7,6245.601,7.458,66.881,63.997,69.82,56.567,53.803,59.342,14.118,12.666,15.269,6.306,5.543,6.72,1953.579,43.188,43995.43,2501.184,56.156,116.483,134.397,97.69,243.114,288.34,194.907,98.348,123.188,72.087,188.242,232.833,141.139,-245.68,-0.135
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1987.0,1838458.331,1854925.001,930007.794,924917.206,34.503,100.55,22.58,33392.747,17.996,32933.34,1.776,39.029,47132.559,4517.821,25.4,2.904,1.294,26.932,107.7,13739.812,7444.849,6294.963,7.404,67.21,64.303,70.177,56.804,54.017,59.607,14.232,12.768,15.396,6.354,5.578,6.777,1987.581,42.402,45496.273,2532.46,55.057,113.735,131.611,94.991,238.368,283.649,190.02,96.007,120.838,69.79,184.542,229.163,137.321,-459.344,-0.248
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1988.0,1871391.671,1887097.619,946369.439,940728.179,35.102,100.6,22.916,31852.361,16.881,31411.895,1.665,41.63,45733.912,4448.418,24.238,2.74,1.221,26.856,108.1,13881.551,7531.89,6349.661,7.357,67.406,64.484,70.396,56.951,54.144,59.784,14.324,12.864,15.488,6.392,5.615,6.816,1927.402,41.883,44161.304,2485.778,54.467,112.498,130.563,93.561,235.754,281.257,187.085,94.903,120.027,68.413,182.488,227.379,134.893,-440.304,-0.233
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1989.0,1902803.566,1918456.512,962360.689,956095.823,35.685,100.655,23.235,32327.688,16.845,31305.891,1.632,42.472,46326.434,4457.937,24.139,2.699,1.202,26.724,108.5,13998.746,7607.45,6391.296,7.294,67.685,64.757,70.689,57.166,54.349,60.014,14.421,12.953,15.596,6.433,5.646,6.867,1909.436,41.299,44750.765,2473.083,53.712,109.913,127.628,91.339,231.608,277.005,183.009,92.542,117.382,66.404,179.079,223.873,131.546,-1021.771,-0.532
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1990.0,1934109.457,1949992.329,978474.352,971517.977,36.272,100.716,23.548,32762.124,16.795,31765.744,1.629,42.55,47055.82,4587.794,24.122,2.669,1.188,26.492,109.0,14293.696,7768.916,6524.78,7.327,67.805,64.88,70.817,57.202,54.387,60.06,14.425,12.981,15.584,6.406,5.639,6.83,1906.476,40.62,45475.777,2463.503,52.769,108.376,126.156,89.714,229.72,275.44,180.702,91.858,116.984,65.455,178.148,223.288,130.178,-996.347,-0.511
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1991.0,1965875.201,1978561.965,993067.503,985494.462,36.803,100.768,23.885,27029.784,13.667,25373.528,1.282,54.068,41341.374,4327.986,20.904,2.289,1.021,26.148,109.1,14311.59,7718.376,6593.214,7.237,68.0,65.186,70.89,57.291,54.595,60.022,14.443,13.09,15.525,6.381,5.674,6.771,1686.133,39.757,39978.227,2229.071,51.496,106.108,123.234,88.136,226.595,270.957,179.119,90.602,114.865,65.18,176.219,219.909,129.873,-1656.253,-0.837
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1992.0,1991248.729,2002796.271,1005341.64,997454.632,37.254,100.791,24.247,25086.921,12.523,23095.084,1.153,60.117,39371.029,3912.417,19.654,2.159,0.964,26.177,109.3,14284.108,7767.688,6516.42,7.131,68.289,65.373,71.305,57.462,54.66,60.323,14.564,13.17,15.692,6.431,5.699,6.84,1539.364,38.738,38100.466,2051.982,50.039,103.782,121.468,85.195,223.204,269.269,173.789,89.469,114.877,62.865,174.228,219.681,125.902,-1991.71,-0.994
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1993.0,2014343.813,2025766.595,1016830.87,1008935.725,37.681,100.783,24.635,23675.59,11.687,22845.564,1.128,61.449,38235.517,3776.601,18.874,2.084,0.931,26.216,109.6,14559.927,7979.694,6580.233,7.187,68.346,65.318,71.513,57.402,54.486,60.415,14.521,13.095,15.693,6.37,5.641,6.785,1450.912,37.749,37027.075,1922.108,48.641,102.051,120.387,82.763,222.802,271.629,170.284,89.778,116.876,61.434,175.224,223.53,123.735,-829.972,-0.41
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1994.0,2037189.377,2047897.975,1027888.718,1020009.258,38.093,100.772,25.043,22646.771,11.056,21417.197,1.046,66.266,37418.012,3465.639,18.268,2.031,0.908,26.291,109.9,14771.241,8074.045,6697.196,7.212,68.515,65.527,71.644,57.436,54.559,60.411,14.504,13.118,15.651,6.332,5.646,6.722,1372.571,36.524,36267.843,1800.83,46.894,99.539,117.454,80.696,220.535,269.416,168.054,89.318,116.472,61.002,174.525,222.898,123.061,-1229.496,-0.6
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1995.0,2058606.574,2068981.623,1038418.272,1030563.35,38.485,100.762,25.473,21974.012,10.619,20750.097,1.003,69.107,36714.077,3390.047,17.742,1.99,0.891,26.239,110.1,14740.065,8088.508,6651.557,7.123,68.894,65.871,72.064,57.687,54.779,60.698,14.655,13.249,15.828,6.409,5.715,6.809,1298.439,35.234,35619.876,1686.889,45.093,96.94,115.035,77.896,215.713,264.718,163.153,88.05,115.648,59.327,171.172,219.577,119.742,-1223.783,-0.591
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1996.0,2079356.671,2089269.954,1048541.359,1040728.596,38.862,100.751,25.917,21092.007,10.094,19826.567,0.949,73.04,35805.572,3372.362,17.135,1.946,0.872,26.231,110.3,14713.565,8026.772,6686.793,7.041,69.291,66.374,72.333,57.95,55.148,60.834,14.773,13.406,15.915,6.464,5.8,6.849,1217.493,33.839,34775.365,1571.395,43.162,93.803,110.75,75.979,209.786,256.513,159.902,85.917,112.056,58.82,166.746,212.775,118.073,-1265.469,-0.606
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1997.0,2099183.238,2108679.081,1058319.682,1050359.399,39.223,100.758,26.371,20297.615,9.624,18991.686,0.901,76.931,34975.621,3265.542,16.584,1.906,0.855,26.334,110.5,14678.006,7982.518,6695.488,6.96,69.703,66.855,72.662,58.226,55.495,61.026,14.905,13.563,16.031,6.528,5.884,6.906,1139.002,32.428,34006.122,1465.742,41.254,90.59,106.693,73.658,203.746,248.701,155.961,83.481,108.422,57.718,162.212,206.363,115.739,-1305.797,-0.619
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1998.0,2118174.924,2127226.464,1067728.631,1059497.832,39.568,100.777,26.834,19641.747,9.231,18103.079,0.851,81.451,34286.892,3274.683,16.114,1.878,0.844,26.356,110.7,14645.145,8016.946,6628.199,6.883,70.112,67.211,73.134,58.495,55.71,61.359,15.072,13.677,16.256,6.626,5.946,7.033,1067.677,31.034,33372.59,1369.821,39.393,87.668,103.551,70.962,198.454,243.359,150.818,81.756,106.632,56.107,158.541,202.581,112.285,-1538.605,-0.723
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,1999.0,2136278.003,2145077.792,1076811.887,1068265.906,39.9,100.8,27.299,18742.784,8.736,17599.578,0.82,84.53,33780.242,3281.788,15.745,1.858,0.836,26.423,110.8,15037.458,8171.575,6865.883,7.009,70.17,67.365,73.092,58.407,55.718,61.171,15.014,13.72,16.114,6.572,5.98,6.926,1004.242,29.653,32915.001,1284.25,37.579,86.042,101.585,69.686,197.403,241.653,150.567,82.316,106.963,56.926,159.176,202.559,113.713,-1143.084,-0.533
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,2000.0,2153877.581,2162967.055,1085942.385,1077024.671,40.233,100.828,27.748,19132.756,8.843,18178.949,0.84,82.518,34320.167,3289.308,15.862,1.893,0.853,26.472,111.1,15187.411,8342.288,6845.123,7.019,70.481,67.568,73.538,58.536,55.736,61.438,15.098,13.729,16.28,6.627,5.992,7.018,960.773,28.046,33483.534,1214.978,35.397,82.994,98.526,66.633,193.406,238.915,145.24,81.474,106.613,55.564,157.316,201.949,110.544,-953.809,-0.441
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,2001.0,2172056.53,2180721.397,1094935.398,1085785.998,40.563,100.843,28.186,18275.276,8.38,17329.734,0.795,87.188,33350.062,3312.189,15.292,1.841,0.832,26.58,111.0,15074.786,8395.431,6679.355,6.912,70.974,67.917,74.198,58.876,55.933,61.946,15.325,13.829,16.639,6.785,6.058,7.244,889.182,26.547,32576.734,1124.465,33.434,79.478,94.791,63.326,187.627,234.038,138.554,79.409,104.607,53.427,153.332,198.792,105.742,-945.482,-0.434
Estimates,Upper-middle-income countries,j,1502,,,914.0,Income Group,1517,2002.0,2189386.264,2197877.824,1103563.021,1094314.803,40.883,100.845,28.623,17690.25,8.048,16983.12,0.773,89.67,33031.64,3274.034,15.027,1.821,0.824,26.624,111.1,15341.39,8541.766,6799.624,6.979,71.179,68.133,74.393,58.93,55.992,61.997,15.355,13.855,16.68,6.81,6.088,7.269,831.323,25.128,32304.212,1047.514,31.512,77.297,92.105,61.666,185.248,231.499,136.465,79.257,104.079,53.66,152.718,198.062,105.357,-707.083,-0.322
